tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. Brasil, 134","Rua Brasil, 134",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2720","Rua das Flores, 2720",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2719","Rua das Flores, 2719",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2715","Rua das Flores, 2715",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2710","Rua das Flores, 2710",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2702","Rua das Flores, 2702",1,abreviação expandida
endereco,logradouro,"R. das Flores, 270","Rua das Flores, 270",1,abreviação expandida
endereco,logradouro,"R. das Flores, 27","Rua das Flores, 27",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2693","Rua das Flores, 2693",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2691","Rua das Flores, 2691",1,abreviação expandida
endereco,logradouro,"R. das Flores, 269","Rua das Flores, 269",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2683","Rua das Flores, 2683",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2682","Rua das Flores, 2682",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2681","Rua das Flores, 2681",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2678","Rua das Flores, 2678",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2664","Rua das Flores, 2664",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2663","Rua das Flores, 2663",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2790","Rua das Flores, 2790",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2785","Rua das Flores, 2785",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2783","Rua das Flores, 2783",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2780","Rua das Flores, 2780",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2773","Rua das Flores, 2773",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2771","Rua das Flores, 2771",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2766","Rua das Flores, 2766",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2760","Rua das Flores, 2760",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2748","Rua das Flores, 2748",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2747","Rua das Flores, 2747",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2743","Rua das Flores, 2743",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2740","Rua das Flores, 2740",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2734","Rua das Flores, 2734",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2730","Rua das Flores, 2730",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2727","Rua das Flores, 2727",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2726","Rua das Flores, 2726",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1296","Rua Brasil, 1296",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1295","Rua Brasil, 1295",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1290","Rua Brasil, 1290",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1287","Rua Brasil, 1287",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1286","Rua Brasil, 1286",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1283","Rua Brasil, 1283",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1268","Rua Brasil, 1268",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1258","Rua Brasil, 1258",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1246","Rua Brasil, 1246",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1244","Rua Brasil, 1244",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1243","Rua Brasil, 1243",1,abreviação expandida
endereco,logradouro,"R. das Flores, 281","Rua das Flores, 281",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2809","Rua das Flores, 2809",1,abreviação expandida
endereco,logradouro,"R. das Flores, 280","Rua das Flores, 280",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2793","Rua das Flores, 2793",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2792","Rua das Flores, 2792",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2853","Rua das Flores, 2853",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2850","Rua das Flores, 2850",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2842","Rua das Flores, 2842",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2838","Rua das Flores, 2838",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2836","Rua das Flores, 2836",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2834","Rua das Flores, 2834",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2833","Rua das Flores, 2833",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2830","Rua das Flores, 2830",1,abreviação expandida
endereco,logradouro,"R. das Flores, 283","Rua das Flores, 283",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2823","Rua das Flores, 2823",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2822","Rua das Flores, 2822",1,abreviação expandida
endereco,logradouro,"R. das Flores, 282","Rua das Flores, 282",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2817","Rua das Flores, 2817",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2815","Rua das Flores, 2815",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2813","Rua das Flores, 2813",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1297","Rua Brasil, 1297",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2895","Rua das Flores, 2895",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2890","Rua das Flores, 2890",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2889","Rua das Flores, 2889",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2882","Rua das Flores, 2882",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2880","Rua das Flores, 2880",1,abreviação expandida
endereco,logradouro,"R. das Flores, 288","Rua das Flores, 288",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2879","Rua das Flores, 2879",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2876","Rua das Flores, 2876",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2875","Rua das Flores, 2875",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2873","Rua das Flores, 2873",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2870","Rua das Flores, 2870",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2861","Rua das Flores, 2861",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2860","Rua das Flores, 2860",1,abreviação expandida
endereco,logradouro,"R. das Flores, 286","Rua das Flores, 286",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2858","Rua das Flores, 2858",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2854","Rua das Flores, 2854",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2946","Rua das Flores, 2946",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2944","Rua das Flores, 2944",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2943","Rua das Flores, 2943",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2937","Rua das Flores, 2937",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2932","Rua das Flores, 2932",1,abreviação expandida
endereco,logradouro,"R. das Flores, 293","Rua das Flores, 293",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2921","Rua das Flores, 2921",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2919","Rua das Flores, 2919",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2918","Rua das Flores, 2918",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2914","Rua das Flores, 2914",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2910","Rua das Flores, 2910",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2906","Rua das Flores, 2906",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2902","Rua das Flores, 2902",1,abreviação expandida
endereco,logradouro,"R. das Flores, 290","Rua das Flores, 290",1,abreviação expandida
endereco,logradouro,"R. das Flores, 29","Rua das Flores, 29",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2896","Rua das Flores, 2896",1,abreviação expandida
endereco,logradouro,"R. Brasil, 124","Rua Brasil, 124",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1234","Rua Brasil, 1234",1,abreviação expandida
endereco,logradouro,"R. Brasil, 123","Rua Brasil, 123",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1222","Rua Brasil, 1222",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1214","Rua Brasil, 1214",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1211","Rua Brasil, 1211",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1210","Rua Brasil, 1210",1,abreviação expandida
endereco,logradouro,"R. Brasil, 121","Rua Brasil, 121",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1207","Rua Brasil, 1207",1,abreviação expandida
endereco,logradouro,"R. Brasil, 120","Rua Brasil, 120",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1198","Rua Brasil, 1198",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2955","Rua das Flores, 2955",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2952","Rua das Flores, 2952",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2950","Rua das Flores, 2950",1,abreviação expandida
endereco,logradouro,"R. das Flores, 295","Rua das Flores, 295",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2948","Rua das Flores, 2948",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2992","Rua das Flores, 2992",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2990","Rua das Flores, 2990",1,abreviação expandida
endereco,logradouro,"R. das Flores, 299","Rua das Flores, 299",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2989","Rua das Flores, 2989",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2988","Rua das Flores, 2988",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2987","Rua das Flores, 2987",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2985","Rua das Flores, 2985",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2983","Rua das Flores, 2983",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2977","Rua das Flores, 2977",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2968","Rua das Flores, 2968",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2965","Rua das Flores, 2965",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2960","Rua das Flores, 2960",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2957","Rua das Flores, 2957",1,abreviação expandida
endereco,logradouro,"R. das Flores, 2956","Rua das Flores, 2956",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1242","Rua Brasil, 1242",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1240","Rua Brasil, 1240",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3055","Rua das Flores, 3055",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3054","Rua das Flores, 3054",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3053","Rua das Flores, 3053",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3052","Rua das Flores, 3052",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3048","Rua das Flores, 3048",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3042","Rua das Flores, 3042",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3033","Rua das Flores, 3033",1,abreviação expandida
endereco,logradouro,"R. das Flores, 303","Rua das Flores, 303",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3027","Rua das Flores, 3027",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3026","Rua das Flores, 3026",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3023","Rua das Flores, 3023",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3021","Rua das Flores, 3021",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3015","Rua das Flores, 3015",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3011","Rua das Flores, 3011",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3008","Rua das Flores, 3008",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3002","Rua das Flores, 3002",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3110","Rua das Flores, 3110",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3107","Rua das Flores, 3107",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3105","Rua das Flores, 3105",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3100","Rua das Flores, 3100",1,abreviação expandida
endereco,logradouro,"R. das Flores, 310","Rua das Flores, 310",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3095","Rua das Flores, 3095",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3089","Rua das Flores, 3089",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3088","Rua das Flores, 3088",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3085","Rua das Flores, 3085",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3082","Rua das Flores, 3082",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3072","Rua das Flores, 3072",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3069","Rua das Flores, 3069",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3065","Rua das Flores, 3065",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3062","Rua das Flores, 3062",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3060","Rua das Flores, 3060",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3059","Rua das Flores, 3059",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1185","Rua Brasil, 1185",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1180","Rua Brasil, 1180",1,abreviação expandida
endereco,logradouro,"R. Brasil, 118","Rua Brasil, 118",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1176","Rua Brasil, 1176",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1174","Rua Brasil, 1174",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1170","Rua Brasil, 1170",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1168","Rua Brasil, 1168",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1162","Rua Brasil, 1162",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1161","Rua Brasil, 1161",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1158","Rua Brasil, 1158",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1156","Rua Brasil, 1156",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3138","Rua das Flores, 3138",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3132","Rua das Flores, 3132",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3131","Rua das Flores, 3131",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3114","Rua das Flores, 3114",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3111","Rua das Flores, 3111",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3170","Rua das Flores, 3170",1,abreviação expandida
endereco,logradouro,"R. das Flores, 317","Rua das Flores, 317",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3168","Rua das Flores, 3168",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3165","Rua das Flores, 3165",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3164","Rua das Flores, 3164",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3163","Rua das Flores, 3163",1,abreviação expandida
endereco,logradouro,"R. das Flores, 316","Rua das Flores, 316",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3156","Rua das Flores, 3156",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3154","Rua das Flores, 3154",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3153","Rua das Flores, 3153",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3152","Rua das Flores, 3152",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3149","Rua das Flores, 3149",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3145","Rua das Flores, 3145",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3143","Rua das Flores, 3143",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1192","Rua Brasil, 1192",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1187","Rua Brasil, 1187",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3210","Rua das Flores, 3210",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3209","Rua das Flores, 3209",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3206","Rua das Flores, 3206",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3205","Rua das Flores, 3205",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3203","Rua das Flores, 3203",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3201","Rua das Flores, 3201",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3199","Rua das Flores, 3199",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3197","Rua das Flores, 3197",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3195","Rua das Flores, 3195",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3192","Rua das Flores, 3192",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3186","Rua das Flores, 3186",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3180","Rua das Flores, 3180",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3179","Rua das Flores, 3179",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3177","Rua das Flores, 3177",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3175","Rua das Flores, 3175",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3174","Rua das Flores, 3174",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3246","Rua das Flores, 3246",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3241","Rua das Flores, 3241",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3239","Rua das Flores, 3239",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3237","Rua das Flores, 3237",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3235","Rua das Flores, 3235",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3234","Rua das Flores, 3234",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3230","Rua das Flores, 3230",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3227","Rua das Flores, 3227",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3225","Rua das Flores, 3225",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3223","Rua das Flores, 3223",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3220","Rua das Flores, 3220",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3219","Rua das Flores, 3219",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3218","Rua das Flores, 3218",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3217","Rua das Flores, 3217",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3216","Rua das Flores, 3216",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3213","Rua das Flores, 3213",1,abreviação expandida
endereco,logradouro,"R. das Flores, 33","Rua das Flores, 33",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3296","Rua das Flores, 3296",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3294","Rua das Flores, 3294",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3286","Rua das Flores, 3286",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3285","Rua das Flores, 3285",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3279","Rua das Flores, 3279",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3278","Rua das Flores, 3278",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3277","Rua das Flores, 3277",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3274","Rua das Flores, 3274",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3272","Rua das Flores, 3272",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3271","Rua das Flores, 3271",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3266","Rua das Flores, 3266",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3264","Rua das Flores, 3264",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3263","Rua das Flores, 3263",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3256","Rua das Flores, 3256",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3253","Rua das Flores, 3253",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3367","Rua das Flores, 3367",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3361","Rua das Flores, 3361",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3356","Rua das Flores, 3356",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3353","Rua das Flores, 3353",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3342","Rua das Flores, 3342",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3340","Rua das Flores, 3340",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3338","Rua das Flores, 3338",1,abreviação expandida
endereco,logradouro,"R. das Flores, 333","Rua das Flores, 333",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3325","Rua das Flores, 3325",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3319","Rua das Flores, 3319",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3317","Rua das Flores, 3317",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3315","Rua das Flores, 3315",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3312","Rua das Flores, 3312",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3310","Rua das Flores, 3310",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3308","Rua das Flores, 3308",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3301","Rua das Flores, 3301",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1150","Rua Brasil, 1150",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1149","Rua Brasil, 1149",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1147","Rua Brasil, 1147",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1140","Rua Brasil, 1140",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1131","Rua Brasil, 1131",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1129","Rua Brasil, 1129",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1126","Rua Brasil, 1126",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1123","Rua Brasil, 1123",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1121","Rua Brasil, 1121",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1120","Rua Brasil, 1120",1,abreviação expandida
endereco,logradouro,"R. Brasil, 112","Rua Brasil, 112",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1119","Rua Brasil, 1119",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1113","Rua Brasil, 1113",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3371","Rua das Flores, 3371",1,abreviação expandida
endereco,logradouro,"R. das Flores, 337","Rua das Flores, 337",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3369","Rua das Flores, 3369",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3421","Rua das Flores, 3421",1,abreviação expandida
endereco,logradouro,"R. das Flores, 342","Rua das Flores, 342",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3417","Rua das Flores, 3417",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3416","Rua das Flores, 3416",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3415","Rua das Flores, 3415",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3412","Rua das Flores, 3412",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3409","Rua das Flores, 3409",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3401","Rua das Flores, 3401",1,abreviação expandida
endereco,logradouro,"R. das Flores, 340","Rua das Flores, 340",1,abreviação expandida
endereco,logradouro,"R. das Flores, 34","Rua das Flores, 34",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3393","Rua das Flores, 3393",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3390","Rua das Flores, 3390",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3388","Rua das Flores, 3388",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3380","Rua das Flores, 3380",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3375","Rua das Flores, 3375",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1151","Rua Brasil, 1151",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3458","Rua das Flores, 3458",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3456","Rua das Flores, 3456",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3455","Rua das Flores, 3455",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3454","Rua das Flores, 3454",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3453","Rua das Flores, 3453",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3452","Rua das Flores, 3452",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3451","Rua das Flores, 3451",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3450","Rua das Flores, 3450",1,abreviação expandida
endereco,logradouro,"R. das Flores, 345","Rua das Flores, 345",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3448","Rua das Flores, 3448",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3446","Rua das Flores, 3446",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3434","Rua das Flores, 3434",1,abreviação expandida
endereco,logradouro,"R. das Flores, 343","Rua das Flores, 343",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3429","Rua das Flores, 3429",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3426","Rua das Flores, 3426",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3424","Rua das Flores, 3424",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3506","Rua das Flores, 3506",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3505","Rua das Flores, 3505",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3501","Rua das Flores, 3501",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3500","Rua das Flores, 3500",1,abreviação expandida
endereco,logradouro,"R. das Flores, 35","Rua das Flores, 35",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3496","Rua das Flores, 3496",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3491","Rua das Flores, 3491",1,abreviação expandida
endereco,logradouro,"R. das Flores, 349","Rua das Flores, 349",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3484","Rua das Flores, 3484",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3483","Rua das Flores, 3483",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3481","Rua das Flores, 3481",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3478","Rua das Flores, 3478",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3473","Rua das Flores, 3473",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3471","Rua das Flores, 3471",1,abreviação expandida
endereco,logradouro,"R. das Flores, 3462","Rua das Flores, 3462",1,abreviação expandida
endereco,logradouro,"R. das Flores, 346","Rua das Flores, 346",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1105","Rua Brasil, 1105",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1101","Rua Brasil, 1101",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1100","Rua Brasil, 1100",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1098","Rua Brasil, 1098",1,abreviação expandida
endereco,logradouro,"R. Brasil, 1091","Rua Brasil, 1091",1,abreviação expandida
