chave_endereco,cadastros_no_grupo,id,nome_local,logradouro,bairro,cidade,uf,cep
ruaxvdenovembro4152|curitiba|PR,2,12212,Loja Sul,"Rua Xv de Novembro, 4152",Vila Nova,Curitiba,PR,77298340
ruaxvdenovembro4152|curitiba|PR,2,18652,Centro de Distribuição Popular,"Rua Xv de Novembro, 4152",Centro,Curitiba,PR,36586620
ruaxvdenovembro4177|bauru|SP,2,11285,Consultório Central,"Rua Xv de Novembro, 4177",Centro,Bauru,SP,95791630
ruaxvdenovembro4177|bauru|SP,2,12369,Clínica do Vale,"Rua Xv de Novembro, 4177",Jardim,Bauru,SP,82473780
ruaxvdenovembro4209|saopaulo|SP,2,15139,Consultório Central,"Rua Xv de Novembro, 4209",Centro,São Paulo,SP,63234580
ruaxvdenovembro4209|saopaulo|SP,2,19465,Centro de Distribuição do Vale,"Rua Xv de Novembro, 4209",Jardim,São Paulo,SP,52690660
ruaxvdenovembro4259|curitiba|PR,2,13371,Centro de Distribuição Ideal,"Rua Xv de Novembro, 4259",Vila Nova,Curitiba,PR,99877760
ruaxvdenovembro4259|curitiba|PR,2,14714,Farmácia Ideal,"Rua Xv de Novembro, 4259",Vila Nova,Curitiba,PR,81540120
ruaxvdenovembro4280|guarulhos|SP,2,9946,Distribuidora Central,"Rua Xv de Novembro, 4280",Vila Nova,Guarulhos,SP,60746130
ruaxvdenovembro4280|guarulhos|SP,2,13066,Atacado do Vale,"Rua Xv de Novembro, 4280",Jardim,Guarulhos,SP,86180510
ruaxvdenovembro4297|saopaulo|SP,2,1249,Atacado Sul,"Rua Xv de Novembro, 4297",Industrial,São Paulo,SP,38210210
ruaxvdenovembro4297|saopaulo|SP,2,19376,Loja Popular,"Rua Xv de Novembro, 4297",Vila Nova,São Paulo,SP,49485240
ruaxvdenovembro4362|riodejaneiro|RJ,2,12117,Distribuidora Sul,"Rua Xv de Novembro, 4362",Industrial,Rio de Janeiro,RJ,31745690
ruaxvdenovembro4362|riodejaneiro|RJ,2,19533,Clínica Ideal,"Rua Xv de Novembro, 4362",Vila Nova,Rio de Janeiro,RJ,23674300
ruaxvdenovembro4434|saopaulo|SP,2,12127,Farmácia Sul,"Rua Xv de Novembro, 4434",Centro,São Paulo,SP,98164720
ruaxvdenovembro4434|saopaulo|SP,2,14987,Atacado Sul,"Rua Xv de Novembro, 4434",Centro,São Paulo,SP,15101600
ruaxvdenovembro4492|saopaulo|SP,2,11781,Centro de Distribuição Sul,"Rua Xv de Novembro, 4492",Centro,São Paulo,SP,67320410
ruaxvdenovembro4492|saopaulo|SP,2,13039,Mercado Ideal,"Rua Xv de Novembro, 4492",Centro,São Paulo,SP,91109250
ruaxvdenovembro44|saopaulo|SP,2,7503,Distribuidora Central,"Rua Xv de Novembro, 44",Jardim,São Paulo,SP,51347760
ruaxvdenovembro44|saopaulo|SP,2,18467,Consultório Real,"Rua Xv de Novembro, 44",Industrial,São Paulo,SP,16563800
ruaxvdenovembro4543|sorocaba|SP,2,1160,Mercado Norte,"Rua Xv de Novembro, 4543",Industrial,Sorocaba,SP,19950940
ruaxvdenovembro4543|sorocaba|SP,2,9910,Distribuidora Ideal,"Rua Xv de Novembro, 4543",Industrial,Sorocaba,SP,31028460
ruaxvdenovembro4557|riodejaneiro|RJ,2,6365,Clínica Real,"Rua Xv de Novembro, 4557",Industrial,Rio de Janeiro,RJ,67861480
ruaxvdenovembro4557|riodejaneiro|RJ,2,7672,Consultório Sul,"Rua Xv de Novembro, 4557",Centro,Rio de Janeiro,RJ,68700860
ruaxvdenovembro4925|salvador|BA,2,2702,Distribuidora Central,"Rua Xv de Novembro, 4925",Industrial,Salvador,BA,75411130
ruaxvdenovembro4925|salvador|BA,2,2735,Consultório Central,"Rua Xv de Novembro, 4925",Centro,Salvador,BA,81033000
ruaxvdenovembro4973|belohorizonte|MG,2,1362,Consultório Real,"Rua Xv de Novembro, 4973",Jardim,Belo Horizonte,MG,38434380
ruaxvdenovembro4973|belohorizonte|MG,2,5299,Farmácia Real,"Rua Xv de Novembro, 4973",Industrial,Belo Horizonte,MG,82053110
ruaxvdenovembro522|florianopolis|SC,2,2825,Clínica do Vale,"Rua Xv de Novembro, 522",Industrial,Florianópolis,SC,55823320
ruaxvdenovembro522|florianopolis|SC,2,5834,Consultório Popular,"Rua Xv de Novembro, 522",Jardim,Florianópolis,SC,13828810
ruaxvdenovembro554|riodejaneiro|RJ,2,3749,Distribuidora Central,"Rua Xv de Novembro, 554",Jardim,Rio de Janeiro,RJ,45767430
ruaxvdenovembro554|riodejaneiro|RJ,2,7553,Loja Norte,"Rua Xv de Novembro, 554",Jardim,Rio de Janeiro,RJ,90598000
ruaxvdenovembro555|riodejaneiro|RJ,2,8420,Mercado Sul,"Rua Xv de Novembro, 555",Industrial,Rio de Janeiro,RJ,99025690
ruaxvdenovembro555|riodejaneiro|RJ,2,16521,Mercado do Vale,"Rua Xv de Novembro, 555",Industrial,Rio de Janeiro,RJ,85494260
ruaxvdenovembro690|saopaulo|SP,2,8851,Centro de Distribuição Central,"Rua Xv de Novembro, 690",Jardim,São Paulo,SP,38428590
ruaxvdenovembro690|saopaulo|SP,2,16003,Atacado Real,"Rua Xv de Novembro, 690",Jardim,São Paulo,SP,25762930
ruaxvdenovembro695|campinas|SP,2,5765,Farmácia do Vale,"Rua Xv de Novembro, 695",Centro,Campinas,SP,14475740
ruaxvdenovembro695|campinas|SP,2,14576,Atacado Popular,"Rua Xv de Novembro, 695",Vila Nova,Campinas,SP,82804790
ruaxvdenovembro759|salvador|BA,2,499,Centro de Distribuição do Vale,"Rua Xv de Novembro, 759",Industrial,Salvador,BA,95587940
ruaxvdenovembro759|salvador|BA,2,6915,Atacado Popular,"Rua Xv de Novembro, 759",Industrial,Salvador,BA,12686190
ruaxvdenovembro800|curitiba|PR,2,6204,Farmácia Norte,"Rua Xv de Novembro, 800",Industrial,Curitiba,PR,84256500
ruaxvdenovembro800|curitiba|PR,2,8430,Distribuidora Sul,"Rua Xv de Novembro, 800",Industrial,Curitiba,PR,26439730
ruaxvdenovembro883|belohorizonte|MG,2,2158,Clínica do Vale,"Rua Xv de Novembro, 883",Industrial,Belo Horizonte,MG,37840400
ruaxvdenovembro883|belohorizonte|MG,2,15132,Loja Central,"Rua Xv de Novembro, 883",Industrial,Belo Horizonte,MG,68281060
